s,ta,spa,aga,moa,cta,tb,spb,agb,mob,ctb,tsb,b
skew_90,1.889,0.00396,0.536,0.698,28.0,-3.441,-0.00758,0.607,-0.841,28.0,3,own-price
cv_90,-0.039,-8e-05,0.536,-0.389,28.0,-5.541,-0.01217,0.714,-0.928,28.0,5,own-price
sharpe_90,-2.383,-0.0049,0.571,-0.279,28.0,-1.603,-0.00349,0.464,-0.371,28.0,3,own-price
absmom_90,-4.078,-0.00858,0.679,-0.697,28.0,-2.234,-0.00487,0.607,-0.864,28.0,5,own-price
turn_90,10.802,0.02291,0.786,0.892,28.0,8.736,0.01873,0.857,0.488,28.0,6,own-price
runmax_90,-7.583,-0.01589,0.679,-0.665,28.0,-2.825,-0.00602,0.571,-0.308,28.0,6,own-price
signent_90,0.944,0.00199,0.464,-0.0,28.0,2.43,0.00525,0.536,0.675,28.0,4,own-price
rsi_90,-2.559,-0.00526,0.571,-0.323,28.0,-2.637,-0.00575,0.5,-0.357,28.0,4,own-price
df_90,-8.581,-0.01822,0.714,-0.93,28.0,-7.091,-0.01569,0.643,-0.91,28.0,5,own-price
ou_90,-8.698,-0.01889,0.786,-0.979,28.0,-8.778,-0.0199,0.643,-0.823,28.0,6,own-price
hurst_90,-12.973,-0.02715,0.821,-0.971,28.0,-6.694,-0.01493,0.679,-0.673,28.0,6,own-price
maxdd_90,9.346,0.02005,0.75,0.93,28.0,8.415,0.01871,0.679,0.985,28.0,6,own-price
ddratio_90,-7.392,-0.01565,0.714,-0.45,28.0,-5.974,-0.01312,0.679,-0.682,28.0,6,own-price
accel_90,-3.287,-0.00693,0.607,-0.277,28.0,-3.364,-0.00732,0.571,-0.382,28.0,4,own-price
vov_90,7.327,0.01607,0.75,0.79,28.0,2.38,0.00522,0.643,0.082,28.0,5,own-price
tail_90,-0.81,-0.00175,0.536,0.055,28.0,-0.801,-0.00174,0.5,-0.421,28.0,5,own-price
iqr_90,-2.725,-0.00573,0.464,-0.642,28.0,2.129,0.00466,0.571,0.899,28.0,4,own-price
zc_90,3.846,0.00824,0.607,0.621,28.0,5.736,0.01243,0.679,0.667,28.0,3,own-price
macorr_90,1.646,0.00344,0.571,0.264,28.0,-3.588,-0.00776,0.679,-0.737,28.0,4,own-price
tstat_90,-2.383,-0.0049,0.571,-0.279,28.0,-1.603,-0.00349,0.464,-0.371,28.0,3,own-price
gap_90,1.727,0.00358,0.607,0.7,28.0,0.303,0.00065,0.5,-0.053,28.0,3,own-price
updays_90,-1.142,-0.00242,0.5,-0.201,28.0,1.092,0.00239,0.464,0.043,28.0,3,own-price
pathvol_90,0.188,0.0004,0.5,-0.204,28.0,5.179,0.01133,0.714,0.955,28.0,4,own-price
rngvol_90,-11.854,-0.02486,0.75,-0.908,28.0,-4.263,-0.00935,0.571,-0.767,28.0,5,own-price
ef_120,-4.527,-0.00955,0.536,-0.734,28.0,-5.261,-0.01146,0.643,-0.939,28.0,5,own-price
vr_120,-13.712,-0.02986,0.714,-0.974,28.0,1.722,0.0037,0.643,0.52,28.0,1,own-price
ac1_120,1.065,0.00229,0.536,-0.053,28.0,-5.935,-0.01328,0.714,-0.677,28.0,5,own-price
ac2_120,2.216,0.00474,0.536,0.29,28.0,-2.523,-0.00565,0.714,-0.203,28.0,4,own-price
acsum_120,-7.385,-0.01567,0.643,-0.834,28.0,-3.927,-0.00883,0.643,-0.631,28.0,6,own-price
negac_120,12.456,0.02556,0.857,0.846,28.0,4.686,0.01029,0.5,0.941,28.0,6,own-price
ddhigh_120,7.598,0.01607,0.643,0.913,28.0,4.876,0.01055,0.607,0.975,28.0,4,own-price
ddlow_120,-8.647,-0.01796,0.857,-0.856,28.0,-5.544,-0.01187,0.643,-0.634,28.0,5,own-price
z_120,1.448,0.00304,0.571,0.137,28.0,0.425,0.00092,0.571,-0.131,28.0,3,own-price
dpo_120,-1.422,-0.00297,0.607,-0.144,28.0,-2.531,-0.00536,0.571,-0.123,28.0,2,own-price
pctabove_120,-1.057,-0.00228,0.536,-0.091,28.0,-2.983,-0.00652,0.571,-0.491,28.0,4,own-price
bbw_120,-13.586,-0.02965,0.786,-0.918,28.0,-12.87,-0.02818,0.786,-0.919,28.0,6,own-price
rngcomp_120,11.805,0.02685,0.714,0.992,28.0,3.561,0.00773,0.607,0.785,28.0,6,own-price
volratio_120,-11.59,-0.02632,0.786,-0.945,28.0,-6.954,-0.01512,0.75,-0.766,28.0,6,own-price
dens_120,10.222,0.02166,0.679,0.914,28.0,6.653,0.01461,0.714,0.859,28.0,5,own-price
ampratio_120,4.548,0.0096,0.536,0.744,28.0,5.217,0.01137,0.643,0.942,28.0,5,own-price
maslope_120,-3.63,-0.00763,0.643,-0.167,28.0,-1.853,-0.004,0.536,-0.117,28.0,4,own-price
slopet_120,-3.683,-0.00777,0.536,-0.091,28.0,-0.249,-0.00055,0.571,-0.095,28.0,4,own-price
r2_120,-0.718,-0.00153,0.5,-0.371,28.0,-2.2,-0.00478,0.571,-0.741,28.0,4,own-price
hma_120,-0.191,-0.00039,0.571,-0.081,28.0,0.121,0.00026,0.464,0.101,28.0,2,own-price
kurt_120,-3.494,-0.00736,0.607,-0.539,28.0,-5.0,-0.01091,0.643,-0.646,28.0,4,own-price
skew_120,1.534,0.00324,0.571,0.332,28.0,-4.37,-0.00968,0.643,-0.862,28.0,3,own-price
cv_120,-0.624,-0.00133,0.536,-0.655,28.0,-4.907,-0.01074,0.536,-0.863,28.0,5,own-price
sharpe_120,-4.227,-0.00885,0.571,-0.16,28.0,-0.997,-0.00219,0.571,-0.235,28.0,4,own-price
absmom_120,-4.805,-0.01017,0.571,-0.78,28.0,-4.767,-0.01039,0.714,-0.972,28.0,4,own-price
turn_120,9.885,0.02127,0.75,0.923,28.0,10.352,0.02229,0.821,0.898,28.0,6,own-price
runmax_120,-4.582,-0.0097,0.571,-0.759,28.0,-4.835,-0.0105,0.536,-0.568,28.0,6,own-price
signent_120,-0.519,-0.00112,0.607,-0.185,28.0,2.746,0.00591,0.536,0.469,28.0,4,own-price
rsi_120,-4.05,-0.00847,0.571,-0.157,28.0,-0.791,-0.00174,0.643,-0.201,28.0,4,own-price
df_120,-8.972,-0.01908,0.679,-0.977,28.0,-6.951,-0.01545,0.679,-0.77,28.0,5,own-price
ou_120,-9.133,-0.02003,0.714,-0.974,28.0,-5.011,-0.01147,0.571,-0.636,28.0,5,own-price
hurst_120,-13.798,-0.02953,0.821,-0.988,28.0,-2.676,-0.006,0.536,-0.48,28.0,6,own-price
maxdd_120,7.101,0.01569,0.643,0.878,28.0,10.846,0.02421,0.679,0.779,28.0,5,own-price
ddratio_120,-5.253,-0.01143,0.75,-0.657,28.0,-5.549,-0.0122,0.679,-0.195,28.0,3,own-price
accel_120,-5.221,-0.01103,0.679,-0.129,28.0,-0.909,-0.00198,0.536,-0.048,28.0,4,own-price
vov_120,4.816,0.01073,0.607,0.897,28.0,3.229,0.00699,0.607,0.679,28.0,5,own-price
tail_120,-0.707,-0.00151,0.536,0.211,28.0,-0.8,-0.00175,0.464,-0.445,28.0,3,own-price
iqr_120,-1.947,-0.00412,0.5,-0.186,28.0,4.03,0.00881,0.643,0.452,28.0,4,own-price
zc_120,-0.393,-0.00085,0.429,0.188,28.0,1.972,0.00432,0.571,0.58,28.0,4,own-price
macorr_120,2.313,0.00502,0.607,0.457,28.0,-3.065,-0.00673,0.464,-0.577,28.0,4,own-price
tstat_120,-4.227,-0.00885,0.571,-0.16,28.0,-0.997,-0.00219,0.571,-0.235,28.0,4,own-price
gap_120,1.057,0.00221,0.607,0.163,28.0,-0.457,-0.00099,0.5,-0.094,28.0,3,own-price
updays_120,-0.641,-0.00138,0.5,-0.176,28.0,-0.801,-0.00174,0.571,-0.246,28.0,3,own-price
pathvol_120,0.027,6e-05,0.571,0.239,28.0,4.415,0.00968,0.607,0.811,28.0,5,own-price
rngvol_120,-10.821,-0.02305,0.75,-0.915,28.0,-5.669,-0.0125,0.643,-0.753,28.0,5,own-price
ef_250,1.735,0.00377,0.429,0.677,28.0,0.416,0.0009,0.5,0.126,28.0,2,own-price
vr_250,5.93,0.01402,0.643,0.809,28.0,-3.481,-0.0077,0.607,-0.163,28.0,1,own-price
ac1_250,-3.334,-0.00728,0.571,-0.65,28.0,1.907,0.00418,0.571,0.723,28.0,1,own-price
ac2_250,1.638,0.00359,0.393,0.467,28.0,1.237,0.00269,0.643,-0.148,28.0,1,own-price
acsum_250,-7.099,-0.0156,0.786,-0.767,28.0,-0.297,-0.00066,0.464,0.198,28.0,5,own-price
negac_250,9.72,0.02048,0.857,0.742,28.0,4.46,0.00966,0.607,0.759,28.0,5,own-price
ddhigh_250,5.646,0.01248,0.679,0.607,28.0,6.714,0.01467,0.643,0.95,28.0,5,own-price
ddlow_250,-3.543,-0.00771,0.607,-0.869,28.0,-6.881,-0.01493,0.714,-0.632,28.0,3,own-price
z_250,0.174,0.00038,0.464,0.435,28.0,1.08,0.00235,0.464,-0.018,28.0,3,own-price
dpo_250,1.263,0.00284,0.571,-0.001,28.0,-2.004,-0.00425,0.571,0.108,28.0,3,own-price
pctabove_250,6.275,0.01367,0.714,0.784,28.0,1.717,0.0037,0.5,0.221,28.0,4,own-price
bbw_250,-9.053,-0.01974,0.786,-0.835,28.0,-13.85,-0.03095,0.857,-0.813,28.0,6,own-price
rngcomp_250,1.143,0.00299,0.536,0.1,28.0,4.629,0.01,0.607,0.843,28.0,5,own-price
volratio_250,-8.575,-0.02189,0.607,-0.691,28.0,-4.734,-0.01016,0.607,-0.733,28.0,3,own-price
dens_250,5.878,0.01309,0.714,0.311,28.0,1.817,0.00389,0.536,0.447,28.0,6,own-price
ampratio_250,-1.8,-0.0039,0.429,-0.674,28.0,-0.379,-0.00082,0.5,-0.124,28.0,2,own-price
maslope_250,3.952,0.00862,0.607,0.434,28.0,0.613,0.00134,0.5,0.184,28.0,3,own-price
slopet_250,3.842,0.00843,0.714,0.446,28.0,0.136,0.0003,0.5,0.113,28.0,3,own-price
r2_250,8.996,0.01971,0.643,0.817,28.0,-4.186,-0.00929,0.571,-0.719,28.0,2,own-price
hma_250,-3.141,-0.00696,0.643,-0.319,28.0,-2.523,-0.00545,0.536,-0.217,28.0,5,own-price
kurt_250,-1.277,-0.00285,0.607,-0.092,28.0,-6.45,-0.0141,0.536,-0.95,28.0,4,own-price
skew_250,-4.7,-0.01034,0.536,-0.574,28.0,-9.16,-0.0205,0.679,-0.736,28.0,5,own-price
cv_250,1.26,0.00279,0.5,0.578,28.0,-8.403,-0.01854,0.714,-0.816,28.0,4,own-price
sharpe_250,3.872,0.00846,0.607,0.8,28.0,-0.043,-9e-05,0.5,0.14,28.0,1,own-price
absmom_250,1.688,0.00367,0.429,0.747,28.0,0.601,0.00131,0.464,0.203,28.0,2,own-price
turn_250,8.376,0.01867,0.786,0.851,28.0,2.972,0.00651,0.607,0.822,28.0,6,own-price
runmax_250,0.655,0.00148,0.5,0.181,26.0,-1.404,-0.0032,0.5,-0.352,26.0,4,own-price
signent_250,6.85,0.01501,0.643,0.78,28.0,-0.212,-0.00047,0.536,-0.286,28.0,1,own-price
rsi_250,3.809,0.00832,0.607,0.838,28.0,-0.147,-0.00031,0.536,0.123,28.0,1,own-price
df_250,-6.926,-0.01533,0.679,-0.8,28.0,-7.628,-0.01663,0.679,-0.669,28.0,6,own-price
ou_250,-7.5,-0.01695,0.607,-0.571,28.0,-4.144,-0.00935,0.679,-0.625,28.0,5,own-price
hurst_250,-10.474,-0.02293,0.714,-0.917,28.0,2.329,0.00507,0.643,0.153,28.0,1,own-price
maxdd_250,8.233,0.01911,0.714,0.97,28.0,10.662,0.02333,0.714,0.934,28.0,6,own-price
ddratio_250,0.332,0.00078,0.536,-0.094,28.0,-0.407,-0.00091,0.5,0.205,28.0,4,own-price
accel_250,4.741,0.01049,0.75,0.447,28.0,0.103,0.00022,0.607,0.296,28.0,5,own-price
vov_250,-0.193,-0.00046,0.464,0.163,28.0,-1.407,-0.00309,0.571,-0.56,28.0,5,own-price
tail_250,1.155,0.00257,0.464,0.217,28.0,-7.15,-0.01547,0.714,-0.913,28.0,4,own-price
iqr_250,-0.4,-0.00088,0.429,0.064,28.0,8.01,0.01743,0.75,0.898,28.0,5,own-price
zc_250,3.744,0.00821,0.536,0.744,28.0,7.197,0.01583,0.607,0.307,28.0,6,own-price
macorr_250,-1.143,-0.0027,0.429,-0.247,28.0,1.731,0.00376,0.607,0.098,28.0,1,own-price
tstat_250,3.872,0.00846,0.607,0.8,28.0,-0.043,-9e-05,0.5,0.14,28.0,1,own-price
gap_250,-1.656,-0.00358,0.464,0.075,28.0,0.131,0.00028,0.464,-0.116,28.0,2,own-price
updays_250,2.422,0.00525,0.607,0.316,28.0,-1.526,-0.00336,0.464,-0.722,28.0,2,own-price
pathvol_250,-1.298,-0.00288,0.464,-0.375,28.0,8.795,0.01939,0.75,0.832,28.0,4,own-price
rngvol_250,-6.659,-0.01471,0.75,-0.354,28.0,-2.832,-0.00613,0.607,-0.657,28.0,5,own-price
d_ef_5,-0.861,-0.00178,0.571,-0.496,28.0,-0.761,-0.00167,0.571,-0.339,28.0,4,own-price
z_ef_5,0.197,0.00046,0.571,0.04,28.0,-0.076,-0.00017,0.571,-0.455,28.0,3,own-price
d_vr_5,-3.888,-0.00812,0.786,-0.876,28.0,-1.782,-0.0039,0.643,-0.927,28.0,5,own-price
z_vr_5,-0.333,-0.00079,0.429,-0.275,28.0,-2.131,-0.00468,0.571,-0.788,28.0,5,own-price
d_ac1_5,-0.298,-0.00061,0.536,-0.011,28.0,0.289,0.00064,0.464,0.116,28.0,4,own-price
z_ac1_5,-2.449,-0.00581,0.571,-0.971,28.0,1.289,0.00283,0.607,0.834,28.0,2,own-price
d_ac2_5,-3.869,-0.00806,0.679,-0.848,28.0,-5.431,-0.01196,0.75,-0.945,28.0,6,own-price
z_ac2_5,-0.998,-0.00238,0.643,-0.821,28.0,-4.899,-0.01073,0.643,-0.979,28.0,4,own-price
d_acsum_5,1.553,0.00323,0.607,0.756,28.0,3.146,0.00688,0.786,0.837,28.0,4,own-price
z_acsum_5,3.567,0.00833,0.75,0.959,28.0,5.946,0.01303,0.821,0.975,28.0,6,own-price
d_negac_5,1.939,0.00398,0.714,0.392,28.0,2.21,0.00481,0.5,0.393,28.0,3,own-price
z_negac_5,-2.462,-0.00578,0.643,-0.458,28.0,-3.229,-0.0071,0.643,-0.652,28.0,6,own-price
d_ddhigh_5,2.691,0.00551,0.643,0.45,28.0,3.252,0.007,0.679,0.568,28.0,4,own-price
z_ddhigh_5,1.034,0.00243,0.536,0.378,28.0,3.11,0.00678,0.714,0.601,28.0,4,own-price
d_ddlow_5,3.535,0.00722,0.536,0.907,28.0,4.48,0.00961,0.643,0.5,28.0,5,own-price
z_ddlow_5,-2.613,-0.00612,0.643,-0.7,28.0,-2.061,-0.00456,0.536,-0.366,28.0,4,own-price
d_z_5,2.87,0.00594,0.607,0.657,28.0,2.916,0.00642,0.607,0.944,28.0,5,own-price
z_z_5,-0.451,-0.00107,0.571,-0.103,28.0,1.315,0.00289,0.571,0.661,28.0,3,own-price
d_dpo_5,4.322,0.00876,0.607,0.632,28.0,5.577,0.01195,0.679,0.611,28.0,5,own-price
z_dpo_5,0.819,0.00191,0.5,0.199,28.0,1.606,0.00348,0.464,0.461,28.0,2,own-price
d_pctabove_5,5.818,0.01201,0.679,0.908,28.0,4.43,0.00969,0.714,0.975,28.0,5,own-price
z_pctabove_5,-1.059,-0.00251,0.536,-0.16,28.0,3.454,0.00756,0.536,0.887,28.0,3,own-price
d_bbw_5,0.246,0.0005,0.643,-0.02,28.0,0.125,0.00027,0.571,0.041,28.0,2,own-price
z_bbw_5,-6.405,-0.01507,0.75,-0.891,28.0,-3.591,-0.00786,0.607,-0.971,28.0,6,own-price
d_rngcomp_5,-1.259,-0.00261,0.643,-0.675,28.0,-2.547,-0.00555,0.571,-0.904,28.0,4,own-price
z_rngcomp_5,0.687,0.00163,0.536,0.168,28.0,-3.557,-0.00781,0.75,-0.927,28.0,5,own-price
d_volratio_5,3.007,0.00623,0.607,0.9,28.0,-0.022,-5e-05,0.464,-0.05,28.0,2,own-price
z_volratio_5,1.41,0.00333,0.571,0.537,28.0,0.05,0.00011,0.429,0.395,28.0,4,own-price
d_dens_5,0.196,0.0004,0.5,0.187,28.0,0.967,0.00211,0.643,0.519,28.0,4,own-price
z_dens_5,1.036,0.00245,0.393,0.502,28.0,-0.72,-0.00157,0.643,-0.223,28.0,2,own-price
d_ampratio_5,1.991,0.00413,0.714,0.594,28.0,-0.627,-0.00138,0.429,0.102,28.0,1,own-price
z_ampratio_5,-0.166,-0.00043,0.464,0.173,25.0,0.202,0.00049,0.393,0.477,24.0,3,own-price
d_maslope_5,4.173,0.00863,0.607,0.762,28.0,3.024,0.00661,0.679,0.967,28.0,4,own-price
z_maslope_5,-0.245,-0.00058,0.571,0.008,28.0,0.582,0.00128,0.464,0.588,28.0,3,own-price
d_slopet_5,4.784,0.00986,0.714,0.773,28.0,2.169,0.00476,0.679,0.753,28.0,5,own-price
z_slopet_5,-0.075,-0.00018,0.571,0.098,28.0,0.02,4e-05,0.464,0.378,28.0,3,own-price
d_r2_5,-0.977,-0.002,0.464,-0.277,28.0,-2.621,-0.00579,0.643,-0.581,28.0,6,own-price
z_r2_5,-1.27,-0.00299,0.464,-0.535,28.0,-0.641,-0.0014,0.571,-0.774,28.0,5,own-price
d_hma_5,1.991,0.0041,0.679,0.712,28.0,1.288,0.00283,0.607,0.446,28.0,6,own-price
z_hma_5,-0.055,-0.00013,0.5,-0.245,28.0,-0.43,-0.00095,0.5,-0.04,28.0,4,own-price
d_kurt_5,-1.214,-0.00252,0.643,-0.67,28.0,-0.854,-0.00187,0.536,-0.84,28.0,5,own-price
z_kurt_5,-0.163,-0.00039,0.5,-0.361,28.0,-0.544,-0.0012,0.571,-0.623,28.0,2,own-price
d_skew_5,-2.353,-0.00486,0.607,-0.826,28.0,-1.036,-0.00228,0.536,-0.484,28.0,5,own-price
z_skew_5,-1.103,-0.00262,0.571,-0.689,28.0,0.28,0.00061,0.5,-0.309,28.0,4,own-price
d_cv_5,-1.587,-0.00329,0.5,-0.571,28.0,-2.066,-0.00451,0.571,-0.451,28.0,4,own-price
z_cv_5,2.154,0.00507,0.571,0.731,28.0,1.378,0.00304,0.5,0.778,28.0,5,own-price
d_sharpe_5,4.53,0.00938,0.607,0.845,28.0,3.784,0.00826,0.714,0.957,28.0,4,own-price
z_sharpe_5,1.403,0.00332,0.5,0.294,28.0,1.599,0.0035,0.464,0.646,28.0,2,own-price
d_absmom_5,-0.109,-0.00023,0.536,-0.15,28.0,-0.687,-0.00151,0.571,-0.461,28.0,4,own-price
z_absmom_5,0.497,0.00117,0.679,-0.041,28.0,-1.096,-0.0024,0.643,-0.618,28.0,4,own-price
d_turn_5,2.305,0.0048,0.571,0.482,28.0,-0.5,-0.00109,0.464,0.034,28.0,3,own-price
z_turn_5,3.18,0.00761,0.536,0.692,28.0,-1.731,-0.00378,0.464,-0.68,28.0,3,own-price
d_runmax_5,0.766,0.00159,0.464,0.061,28.0,0.482,0.00106,0.571,0.236,28.0,3,own-price
z_runmax_5,-2.546,-0.00604,0.5,-0.843,28.0,0.135,0.0003,0.429,0.353,28.0,2,own-price
d_signent_5,2.577,0.0053,0.571,0.771,28.0,2.964,0.00647,0.643,0.941,28.0,2,own-price
z_signent_5,-1.59,-0.00377,0.5,0.178,28.0,1.039,0.0023,0.571,0.231,28.0,2,own-price
d_rsi_5,4.505,0.00934,0.643,0.639,28.0,4.183,0.00915,0.643,0.873,28.0,4,own-price
z_rsi_5,1.363,0.00323,0.536,0.451,28.0,1.827,0.004,0.464,0.809,28.0,3,own-price
d_df_5,-0.546,-0.00113,0.5,-0.758,28.0,-0.877,-0.00192,0.607,-0.92,28.0,4,own-price
z_df_5,-1.456,-0.00344,0.464,-0.914,28.0,0.965,0.0021,0.5,0.564,28.0,3,own-price
d_ou_5,1.428,0.00445,0.607,0.979,28.0,0.578,0.00191,0.571,0.013,28.0,4,own-price
z_ou_5,,,0.0,,0.0,,,0.0,,0.0,0,own-price
d_hurst_5,,,0.0,,0.0,,,0.0,,0.0,0,own-price
z_hurst_5,,,0.0,,0.0,,,0.0,,0.0,0,own-price
d_maxdd_5,3.777,0.00767,0.536,0.522,28.0,4.043,0.00858,0.536,0.448,28.0,6,own-price
z_maxdd_5,5.193,0.01212,0.679,0.822,28.0,4.966,0.01074,0.75,0.693,28.0,5,own-price
d_ddratio_5,5.478,0.01133,0.571,0.835,28.0,4.046,0.00884,0.786,0.792,28.0,6,own-price
z_ddratio_5,2.316,0.00551,0.5,0.21,28.0,2.278,0.00498,0.571,0.753,28.0,3,own-price
d_accel_5,4.53,0.00938,0.607,0.845,28.0,3.784,0.00826,0.714,0.957,28.0,4,own-price
z_accel_5,1.403,0.00332,0.5,0.294,28.0,1.599,0.0035,0.464,0.646,28.0,2,own-price
d_vov_5,-4.265,-0.00884,0.679,-0.843,28.0,-1.218,-0.00269,0.607,-0.792,28.0,4,own-price
z_vov_5,-2.417,-0.00573,0.643,-0.619,28.0,-1.256,-0.00276,0.607,-0.797,28.0,5,own-price
d_tail_5,-1.059,-0.00219,0.5,-0.773,28.0,-0.742,-0.00164,0.5,-0.387,28.0,4,own-price
z_tail_5,1.149,0.00269,0.536,0.689,28.0,1.039,0.00231,0.536,-0.032,28.0,4,own-price
d_iqr_5,1.457,0.00302,0.607,0.771,28.0,0.105,0.00023,0.429,0.175,28.0,4,own-price
z_iqr_5,0.921,0.00218,0.607,0.543,28.0,0.611,0.00134,0.5,0.601,28.0,2,own-price
d_zc_5,2.754,0.0057,0.607,0.826,28.0,6.221,0.0136,0.821,0.964,28.0,4,own-price
z_zc_5,-0.382,-0.0009,0.536,-0.752,28.0,1.51,0.00327,0.571,0.508,28.0,3,own-price
d_macorr_5,-0.491,-0.00102,0.643,0.058,28.0,1.767,0.00387,0.643,0.481,28.0,3,own-price
z_macorr_5,0.393,0.00093,0.5,-0.141,28.0,0.202,0.00044,0.571,0.29,28.0,2,own-price
d_tstat_5,4.53,0.00938,0.607,0.845,28.0,3.784,0.00826,0.714,0.957,28.0,4,own-price
z_tstat_5,1.403,0.00332,0.5,0.294,28.0,1.599,0.0035,0.464,0.646,28.0,2,own-price
d_gap_5,1.542,0.00318,0.607,0.823,28.0,2.304,0.00505,0.643,0.874,28.0,5,own-price
z_gap_5,0.15,0.00035,0.464,-0.039,28.0,0.841,0.00184,0.536,0.635,28.0,2,own-price
d_updays_5,4.599,0.00951,0.679,0.974,28.0,1.443,0.00316,0.536,0.728,28.0,4,own-price
z_updays_5,-0.049,-0.00011,0.429,0.028,28.0,0.126,0.00028,0.5,0.254,28.0,2,own-price
d_pathvol_5,1.29,0.00269,0.571,0.644,28.0,-0.274,-0.0006,0.429,-0.545,28.0,2,own-price
z_pathvol_5,0.408,0.00097,0.571,-0.158,28.0,-1.228,-0.0027,0.536,-0.65,28.0,4,own-price
d_rngvol_5,0.047,0.0001,0.607,0.194,28.0,-1.555,-0.00342,0.607,-0.658,28.0,4,own-price
z_rngvol_5,-0.354,-0.00084,0.429,-0.48,28.0,-0.222,-0.00049,0.536,0.118,28.0,4,own-price
d_ef_10,2.876,0.00585,0.714,0.63,28.0,-4.07,-0.00895,0.679,-0.683,28.0,3,own-price
z_ef_10,1.264,0.00294,0.5,0.468,28.0,-3.53,-0.00775,0.679,-0.905,28.0,4,own-price
d_vr_10,-0.734,-0.00152,0.571,-0.463,28.0,1.8,0.00392,0.536,0.283,28.0,3,own-price
z_vr_10,-0.15,-0.00035,0.464,0.234,28.0,-0.569,-0.00123,0.5,-0.54,28.0,4,own-price
d_ac1_10,0.188,0.00039,0.536,-0.166,28.0,-0.075,-0.00017,0.571,0.234,28.0,3,own-price
z_ac1_10,-0.277,-0.00066,0.5,-0.3,28.0,1.69,0.00373,0.536,0.82,28.0,4,own-price
d_ac2_10,-4.644,-0.00963,0.714,-0.953,28.0,-7.104,-0.0156,0.786,-0.96,28.0,6,own-price
z_ac2_10,-1.635,-0.0039,0.643,-0.553,28.0,-8.535,-0.01861,0.75,-0.983,28.0,6,own-price
d_acsum_10,3.862,0.00812,0.714,0.726,28.0,3.198,0.00699,0.607,0.828,28.0,5,own-price
z_acsum_10,5.905,0.01399,0.786,0.987,28.0,5.522,0.01207,0.821,0.958,28.0,6,own-price
d_negac_10,-0.702,-0.00146,0.464,-0.43,28.0,1.188,0.0026,0.571,0.322,28.0,1,own-price
z_negac_10,-3.538,-0.0083,0.714,-0.771,28.0,-1.741,-0.00386,0.536,-0.365,28.0,5,own-price
d_ddhigh_10,5.057,0.0103,0.643,0.672,28.0,4.876,0.01036,0.643,0.586,28.0,5,own-price
z_ddhigh_10,2.98,0.007,0.643,0.808,28.0,3.694,0.00802,0.571,0.76,28.0,4,own-price
d_ddlow_10,5.52,0.0112,0.643,0.683,28.0,4.37,0.00933,0.571,0.495,28.0,5,own-price
z_ddlow_10,-1.271,-0.003,0.536,-0.304,28.0,-0.449,-0.00099,0.536,0.102,28.0,4,own-price
d_z_10,4.864,0.0101,0.536,0.898,28.0,3.789,0.00829,0.607,0.946,28.0,4,own-price
z_z_10,0.529,0.00125,0.464,0.485,28.0,1.591,0.0035,0.5,0.717,28.0,2,own-price
d_dpo_10,5.435,0.01098,0.643,0.43,28.0,4.555,0.00975,0.679,0.461,28.0,4,own-price
z_dpo_10,2.391,0.00561,0.643,0.596,28.0,2.707,0.00579,0.5,0.383,28.0,3,own-price
d_pctabove_10,4.936,0.01013,0.607,0.752,28.0,3.16,0.00696,0.607,0.857,28.0,5,own-price
z_pctabove_10,2.022,0.00477,0.536,0.734,28.0,4.269,0.00924,0.571,0.634,28.0,3,own-price
d_bbw_10,-1.399,-0.00283,0.571,-0.314,28.0,-2.644,-0.00562,0.5,-0.255,28.0,3,own-price
z_bbw_10,-7.072,-0.01671,0.75,-0.941,28.0,-6.692,-0.01465,0.714,-0.967,28.0,5,own-price
d_rngcomp_10,0.236,0.00049,0.607,-0.144,28.0,0.606,0.00135,0.643,-0.133,28.0,4,own-price
z_rngcomp_10,-2.132,-0.00501,0.607,-0.681,28.0,-3.355,-0.00743,0.643,-0.996,28.0,6,own-price
d_volratio_10,0.258,0.00054,0.643,0.361,28.0,-0.286,-0.00063,0.5,-0.471,28.0,3,own-price
z_volratio_10,0.62,0.00147,0.643,0.757,28.0,-0.511,-0.00111,0.5,-0.283,28.0,4,own-price
d_dens_10,0.55,0.00114,0.536,0.305,28.0,1.711,0.00377,0.679,0.629,28.0,5,own-price
z_dens_10,-0.333,-0.00079,0.536,-0.228,28.0,2.863,0.00624,0.643,0.905,28.0,5,own-price
d_ampratio_10,-2.722,-0.00565,0.607,-0.986,28.0,0.929,0.00205,0.536,0.385,28.0,3,own-price
z_ampratio_10,-1.911,-0.00479,0.679,-0.723,28.0,2.771,0.00661,0.607,0.655,27.0,4,own-price
d_maslope_10,4.581,0.00945,0.571,0.827,28.0,4.008,0.00875,0.679,0.891,28.0,4,own-price
z_maslope_10,0.744,0.00177,0.5,0.619,28.0,3.377,0.00739,0.607,0.805,28.0,3,own-price
d_slopet_10,4.925,0.01012,0.643,0.834,28.0,4.353,0.0095,0.679,0.877,28.0,5,own-price
z_slopet_10,0.921,0.00218,0.607,0.682,28.0,2.862,0.00625,0.571,0.812,28.0,2,own-price
d_r2_10,0.505,0.00103,0.536,0.153,28.0,-1.233,-0.00271,0.607,-0.473,28.0,4,own-price
z_r2_10,0.018,4e-05,0.429,-0.225,28.0,-3.062,-0.00664,0.643,-0.774,28.0,4,own-price
d_hma_10,3.113,0.00651,0.536,0.791,28.0,3.183,0.00695,0.679,0.855,28.0,4,own-price
